scientific_name,park_name,observations,category,common_names,conservation_status,missing_conservation_status,status_nb,common_names_length,last_common_name
Eschscholzia caespitosa,Bryce National Park,94,Vascular Plant,Tufted Poppy,Not Threatened,True,0,12,Poppy
Arabis hirsuta var. pycnocarpa,Bryce National Park,71,Vascular Plant,"Creamflower Rockcress, Hairy Rockcress",Not Threatened,True,0,38,Rockcress
Salix prolixa,Bryce National Park,133,Vascular Plant,Mackenzie's Willow,Not Threatened,True,0,18,Willow
Trichostema oblongum,Yellowstone National Park,251,Vascular Plant,Oblong Bluecurls,Not Threatened,True,0,16,Bluecurls
Leptodontium flexifolium,Bryce National Park,71,Nonvascular Plant,Pale-Margined Leptodontium,Not Threatened,True,0,26,Leptodontium
Cryptantha humilis,Yosemite National Park,101,Vascular Plant,"Round-Spike Catseye, Roundspike Cryptantha",Not Threatened,True,0,42,Cryptantha
Gypsophila paniculata,Bryce National Park,71,Vascular Plant,"Baby's Breath, Babysbreath, Babysbreath Gypsophila, Bachelor's Button, Perfoliate Baby's Breath",Not Threatened,True,0,95,Breath
Pleurozium schreberi,Yosemite National Park,132,Nonvascular Plant,Schreber's Big Red Stem Moss,Not Threatened,True,0,28,Moss
Philonotis longiseta,Yellowstone National Park,278,Nonvascular Plant,Philonotis Moss,Not Threatened,True,0,15,Moss
Cyperus lancastriensis,Great Smoky Mountains National Park,90,Vascular Plant,"Many-Flowered Umbrella-Sedge, Umbrella-Sedge",Not Threatened,True,0,44,Umbrella-Sedge
Cornus sericea ssp. sericea,Bryce National Park,81,Vascular Plant,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",Not Threatened,True,0,52,Dogwood
Crataegus mollis,Great Smoky Mountains National Park,76,Vascular Plant,"Arnold Hawthorn, Downy Hawthorn, Red Hawthorn",Not Threatened,True,0,45,Hawthorn
Troglodytes pacificus,Yosemite National Park,122,Bird,Pacific Wren,Not Threatened,True,0,12,Wren
Achnatherum occidentale ssp. pubescens,Great Smoky Mountains National Park,57,Vascular Plant,"Elmer's Needlegrass, Pubescent Western Needlegrass",Not Threatened,True,0,50,Needlegrass
Salix discolor,Yosemite National Park,154,Vascular Plant,Pussy Willow,Not Threatened,True,0,12,Willow
Bidens cernua,Yosemite National Park,175,Vascular Plant,"Nodding Beggar-Ticks, Stick-Tight",Not Threatened,True,0,33,Stick-Tight
Nemophila breviflora,Bryce National Park,45,Vascular Plant,"Baby Blueeyes, Basin Nemophila, Great Basin Blue-Eyes",Not Threatened,True,0,53,Blue-Eyes
Prunus pensylvanica,Yosemite National Park,140,Vascular Plant,"Fire Cherry, Pin Cherry",Not Threatened,True,0,23,Cherry
Callitriche marginata,Yosemite National Park,165,Vascular Plant,Winged Water-Starwort,Species of Concern,False,2,21,Water-Starwort
Psilocarphus brevissimus var. brevissimus,Yellowstone National Park,238,Vascular Plant,Short Woollyheads,Not Threatened,True,0,17,Woollyheads
Koeleria macrantha,Bryce National Park,83,Vascular Plant,"Junegrass, Prairie Junegrass",Not Threatened,True,0,28,Junegrass
Spinus pinus,Yellowstone National Park,236,Bird,Pine Siskin,Not Threatened,True,0,11,Siskin
Erigeron annuus,Yosemite National Park,150,Vascular Plant,"Daisy-Fleabane, White-Top Fleabane",Not Threatened,True,0,34,Fleabane
Ardea alba,Yellowstone National Park,255,Bird,Great Egret,Not Threatened,True,0,11,Egret
Cervus elaphus,Bryce National Park,87,Mammal,Wapiti Or Elk,Not Threatened,True,0,13,Elk
Urocitellus beldingi,Great Smoky Mountains National Park,112,Mammal,Belding's Ground Squirrel,Not Threatened,True,0,25,Squirrel
Anastrophyllum helleranum,Great Smoky Mountains National Park,69,Nonvascular Plant,Heller's Anastrophyllum,Not Threatened,True,0,23,Anastrophyllum
Liquidambar styraciflua,Yosemite National Park,131,Vascular Plant,"Sweet Gum, Sweetgum",Not Threatened,True,0,19,Sweetgum
Regina septemvittata,Great Smoky Mountains National Park,53,Reptile,Queen Snake,Species of Concern,False,2,11,Snake
Juncus tiehmii,Yellowstone National Park,239,Vascular Plant,"Nevada Rush, Tiehm's Rush",Not Threatened,True,0,25,Rush
Podostemum ceratophyllum,Yosemite National Park,120,Vascular Plant,"Riverweed, Threadfoot",Not Threatened,True,0,21,Threadfoot
Collinsia childii,Bryce National Park,74,Vascular Plant,Child's Blue Eyed Mary,Not Threatened,True,0,22,Mary
Cuscuta suksdorfii,Yosemite National Park,135,Vascular Plant,Mountain Dodder,Not Threatened,True,0,15,Dodder
Cicuta maculata,Yosemite National Park,166,Vascular Plant,"Spotted Cowbane, Spotted Water-Hemlock",Not Threatened,True,0,38,Water-Hemlock
Clemmys muhlenbergii,Yosemite National Park,137,Reptile,Bog Turtle,Not Threatened,True,0,10,Turtle
Lepidium densiflorum var. macrocarpum,Yellowstone National Park,258,Vascular Plant,Bigseed Pepperweed,Not Threatened,True,0,18,Pepperweed
Soliva sessilis,Yellowstone National Park,255,Vascular Plant,Field Soliva,Not Threatened,True,0,12,Soliva
Claytonia parviflora ssp. parviflora,Bryce National Park,124,Vascular Plant,Streambank Springbeauty,Not Threatened,True,0,23,Springbeauty
Eupatorium rotundifolium var. rotundifolium,Bryce National Park,86,Vascular Plant,Roundleaf Thoroughwort,Not Threatened,True,0,22,Thoroughwort
Sibara virginica,Bryce National Park,76,Vascular Plant,"Sibara, Virginia Rockcress",Not Threatened,True,0,26,Rockcress
Lotus crassifolius var. crassifolius,Yosemite National Park,171,Vascular Plant,Big Deervetch,Not Threatened,True,0,13,Deervetch
Typha latifolia,Great Smoky Mountains National Park,69,Vascular Plant,"Broad-Leaf Cattail, Wideleaf Cattail",Not Threatened,True,0,36,Cattail
Ludwigia palustris,Yellowstone National Park,260,Vascular Plant,Water Purslane,Not Threatened,True,0,14,Purslane
Menyanthes trifoliata,Yosemite National Park,143,Vascular Plant,"Bog-Bean, Buckbean, Buck-Bean, Common Bogbean",Not Threatened,True,0,45,Bogbean
Chasmistes liorus,Yosemite National Park,35,Fish,June Sucker,Endangered,False,4,11,Sucker
Ranunculus eschscholtzii var. eschscholtzii,Yellowstone National Park,268,Vascular Plant,"Eschscholtz's Buttercup, Spruce-Fir Buttercup",Not Threatened,True,0,45,Buttercup
Isoetes valida,Great Smoky Mountains National Park,55,Vascular Plant,Strong Quillwort,Not Threatened,True,0,16,Quillwort
Hackelia nervosa,Great Smoky Mountains National Park,89,Vascular Plant,"Sierra Stickseed, Sierran Stickseed",Not Threatened,True,0,35,Stickseed
Huperzia selago var. densa,Great Smoky Mountains National Park,82,Vascular Plant,Fir Clubmoss,Not Threatened,True,0,12,Clubmoss
Circaea alpina,Yellowstone National Park,237,Vascular Plant,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",Not Threatened,True,0,60,Enchanter's-Nightshade
Cheilanthes tomentosa,Yosemite National Park,154,Vascular Plant,"Woolly Lip Fern, Woolly Lipfern",Not Threatened,True,0,31,Lipfern
Passerina cyanea,Yosemite National Park,173,Bird,Indigo Bunting,Not Threatened,True,0,14,Bunting
Alliaria petiolata,Yosemite National Park,150,Vascular Plant,Garlic Mustard,Not Threatened,True,0,14,Mustard
Carex albolutescens,Great Smoky Mountains National Park,42,Vascular Plant,"Greenish-White Sedge, Light-Colored Sedge",Not Threatened,True,0,41,Sedge
Cyprinus carpio,Yosemite National Park,138,Fish,Common Carp,Not Threatened,True,0,11,Carp
Lasiurus borealis,Bryce National Park,121,Mammal,"Eastern Red Bat, Red Bat",Not Threatened,True,0,24,Bat
Clinostomus funduloides,Great Smoky Mountains National Park,96,Fish,Rosyside Dace,Not Threatened,True,0,13,Dace
Populus fremontii ssp. fremontii,Yellowstone National Park,182,Vascular Plant,Fremont's Cottonwood,Not Threatened,True,0,20,Cottonwood
Caltha leptosepala,Great Smoky Mountains National Park,50,Vascular Plant,"Elkslip Marshmarigold, Slendersepal Marshmarigold, White Marsh Marigold, White Marshmarigold, White Marsh-Marigold",Not Threatened,True,0,114,Marsh-Marigold
Apocynum cannabinum,Yosemite National Park,174,Vascular Plant,"Clasping-Leaf Dogbane, Indianhemp",Not Threatened,True,0,33,Indianhemp
Eriogonum nudum,Great Smoky Mountains National Park,86,Vascular Plant,"Naked Buckwheat, Nakedstem Buckwheat",Not Threatened,True,0,36,Buckwheat
Rubus baileyanus,Yosemite National Park,145,Vascular Plant,Bailey's Dewberry,Not Threatened,True,0,17,Dewberry
Cordylanthus tenuis ssp. tenuis,Yellowstone National Park,267,Vascular Plant,"Slender Bird's Beak, Slender Bird'sbeak",Not Threatened,True,0,39,Bird'sbeak
Ruellia humilis,Bryce National Park,91,Vascular Plant,Hairy Wild-Petunia,Not Threatened,True,0,18,Wild-Petunia
Symphyotrichum divaricatum,Yellowstone National Park,280,Vascular Plant,Southern Annual Saltmarsh Aster,Not Threatened,True,0,31,Aster
Lupinus argenteus var. meionanthus,Bryce National Park,73,Vascular Plant,Lake Tahoe Lupine,Not Threatened,True,0,17,Lupine
Nicandra physalodes,Yellowstone National Park,271,Vascular Plant,"Apple Of Peru, Apple-Of-Peru",Not Threatened,True,0,28,Apple-Of-Peru
Sternotherus odoratus,Yosemite National Park,160,Reptile,Common Musk Turtle,Not Threatened,True,0,18,Turtle
Monarda punctata,Yosemite National Park,178,Vascular Plant,"Bee-Balm, Horsemint",Not Threatened,True,0,19,Horsemint
Wolffia brasiliensis,Yosemite National Park,165,Vascular Plant,Brazilian Watermeal,Not Threatened,True,0,19,Watermeal
Ivesia pygmaea,Great Smoky Mountains National Park,58,Vascular Plant,"Dwarf Ivesia, Dwarf Mousetail",Not Threatened,True,0,29,Mousetail
Polygala alba,Yellowstone National Park,242,Vascular Plant,White Milkwort,Not Threatened,True,0,14,Milkwort
Erigeron peregrinus var. hirsutus,Great Smoky Mountains National Park,83,Vascular Plant,Subalpine Fleabane,Not Threatened,True,0,18,Fleabane
Eriogonum spergulinum var. spergulinum,Bryce National Park,111,Vascular Plant,Spurry Buckwheat,Not Threatened,True,0,16,Buckwheat
Gayophytum diffusum ssp. diffusum,Bryce National Park,94,Vascular Plant,Spreading Groundsmoke,Not Threatened,True,0,21,Groundsmoke
Rubus allegheniensis,Great Smoky Mountains National Park,47,Vascular Plant,"Allegheny Blackberry, Hairy Blackberry",Not Threatened,True,0,38,Blackberry
Cercis canadensis,Great Smoky Mountains National Park,72,Vascular Plant,"Eastern Redbud, Redbud",Not Threatened,True,0,22,Redbud
Ondatra zibethicus,Yellowstone National Park,233,Mammal,Muskrat,Not Threatened,True,0,7,Muskrat
Krigia montana,Yosemite National Park,132,Vascular Plant,"False Dandelion, Mountain Krigia",Not Threatened,True,0,32,Krigia
Galium parisiense,Great Smoky Mountains National Park,95,Vascular Plant,Wall Bedstraw,Not Threatened,True,0,13,Bedstraw
Hybanthus concolor,Yellowstone National Park,257,Vascular Plant,Green Violet,Not Threatened,True,0,12,Violet
Eleocharis microcarpa,Bryce National Park,103,Vascular Plant,Smallfruit Spikerush,Not Threatened,True,0,20,Spikerush
Callospermophilus lateralis,Yellowstone National Park,250,Mammal,Golden-Mantled Ground Squirrel,Not Threatened,True,0,30,Squirrel
Bombycilla garrulus,Yellowstone National Park,281,Bird,Bohemian Waxwing,Not Threatened,True,0,16,Waxwing
Opuntia fragilis,Bryce National Park,66,Vascular Plant,"Brittle Cactus, Brittle Pricklypear, Fragile Cactus, Jumping Cactus, Little Pricklypear",Not Threatened,True,0,87,Pricklypear
Lomatium congdonii,Great Smoky Mountains National Park,70,Vascular Plant,"Congdon's Lomatium, Mariposa Desertparsley",Species of Concern,False,2,42,Desertparsley
Meleagris gallopavo,Yellowstone National Park,246,Bird,Wild Turkey,Not Threatened,True,0,11,Turkey
Carex tahoensis,Yosemite National Park,149,Vascular Plant,Tahoe Sedge,Not Threatened,True,0,11,Sedge
Osmunda claytoniana,Great Smoky Mountains National Park,73,Vascular Plant,Interrupted Fern,Not Threatened,True,0,16,Fern
Cirsium arvense,Yosemite National Park,166,Vascular Plant,"Crepping Thistle, Canada Thistle",Not Threatened,True,0,32,Thistle
Malva parviflora,Yellowstone National Park,270,Vascular Plant,"Cheeseweed, Cheeseweed Mallow, Small-Whorl Mallow",Not Threatened,True,0,49,Mallow
Plantago virginica,Great Smoky Mountains National Park,56,Vascular Plant,"Pale-Seeded Plantain, Virginia Plantain",Not Threatened,True,0,39,Plantain
Marmota monax,Yosemite National Park,164,Mammal,Woodchuck,Not Threatened,True,0,9,Woodchuck
Bufo fowleri,Great Smoky Mountains National Park,76,Amphibian,"Fowler's Toad, Woodhouse's Toad",Not Threatened,True,0,31,Toad
Tantilla coronata,Great Smoky Mountains National Park,65,Reptile,Southeastern Crowned Snake,Not Threatened,True,0,26,Snake
Prunus emarginata,Yellowstone National Park,285,Vascular Plant,"Bitter Cherry, Bittercherry",Not Threatened,True,0,27,Bittercherry
Mimulus nanus,Yosemite National Park,169,Vascular Plant,Dwarf Purple Monkeyflower,Not Threatened,True,0,25,Monkeyflower
Lonicera interrupta,Yellowstone National Park,283,Vascular Plant,Chaparral Honeysuckle,Not Threatened,True,0,21,Honeysuckle
Stachys albens,Great Smoky Mountains National Park,71,Vascular Plant,"White Hedgenettle, Whitestem Hedgenettle",Not Threatened,True,0,40,Hedgenettle
Falco columbarius,Yellowstone National Park,258,Bird,Merlin,Species of Concern,False,2,6,Merlin
Arabis canadensis,Bryce National Park,126,Vascular Plant,Sicklepod,Not Threatened,True,0,9,Sicklepod
Calocedrus decurrens,Yosemite National Park,190,Vascular Plant,Incense Cedar,Not Threatened,True,0,13,Cedar
Lysimachia thyrsiflora,Bryce National Park,88,Vascular Plant,"Swamp Loosestrife, Tufted Loosestrife, Tufted Yellow-Loosestrife, Water Loosestrife",Not Threatened,True,0,83,Loosestrife
Spiraea vanhouttei,Yellowstone National Park,239,Vascular Plant,Van-Houtte's Spiraea,Not Threatened,True,0,20,Spiraea
Carex amplifolia,Bryce National Park,123,Vascular Plant,Bigleaf Sedge,Not Threatened,True,0,13,Sedge
Senna marilandica,Bryce National Park,84,Vascular Plant,"Maryland Senna, Wild Senna",Not Threatened,True,0,26,Senna
Adenostoma fasciculatum,Yosemite National Park,148,Vascular Plant,Chamise,Not Threatened,True,0,7,Chamise
Cornus nuttallii,Yellowstone National Park,281,Vascular Plant,Pacific Dogwood,Not Threatened,True,0,15,Dogwood
Polygonum viviparum,Bryce National Park,88,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort",Not Threatened,True,0,49,Bistort
Osmorhiza brachypoda,Yosemite National Park,125,Vascular Plant,"California Sweetcicely, California Sweet-Cicely",Not Threatened,True,0,47,Sweet-Cicely
Tipularia discolor,Great Smoky Mountains National Park,79,Vascular Plant,"Cranefly Orchid, Crippled Cranefly",Not Threatened,True,0,34,Cranefly
Dodecatheon pulchellum var. pulchellum,Yosemite National Park,160,Vascular Plant,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not Threatened,True,0,61,Star
Dendroica dominica,Great Smoky Mountains National Park,48,Bird,Yellow-Throated Warbler,Not Threatened,True,0,23,Warbler
Onobrychis viciifolia,Yellowstone National Park,261,Vascular Plant,"Common Sainfoin, Sainfoin",Not Threatened,True,0,25,Sainfoin
Phlox caespitosa,Bryce National Park,90,Vascular Plant,"Douglas Phlox, Tufted Phlox",Not Threatened,True,0,27,Phlox
Pylaisiadelpha tenuirostris,Yosemite National Park,128,Nonvascular Plant,Pylaisiadelpha Moss,Not Threatened,True,0,19,Moss
Semotilus atromaculatus,Yosemite National Park,153,Fish,Creek Chub,Not Threatened,True,0,10,Chub
Sceloporus graciosus graciosus,Great Smoky Mountains National Park,80,Reptile,Northern Sagebrush Lizard,Species of Concern,False,2,25,Lizard
Calidris pusilla,Yosemite National Park,132,Bird,Semipalmated Sandpiper,Not Threatened,True,0,22,Sandpiper
Catharus fuscescens,Great Smoky Mountains National Park,47,Bird,Veery,Not Threatened,True,0,5,Veery
Cornus amomum,Great Smoky Mountains National Park,67,Vascular Plant,Silky Dogwood,Not Threatened,True,0,13,Dogwood
Heterodon platirhinos,Bryce National Park,101,Reptile,Eastern Hognose Snake,Not Threatened,True,0,21,Snake
Lewisia disepala,Bryce National Park,66,Vascular Plant,"Yosemite Bitterroot, Yosemite Lewisia",Not Threatened,True,0,37,Lewisia
Gaylussacia baccata,Yellowstone National Park,265,Vascular Plant,Black Huckleberry,Not Threatened,True,0,17,Huckleberry
Photinia pyrifolia,Great Smoky Mountains National Park,68,Vascular Plant,Red Chokeberry,Not Threatened,True,0,14,Chokeberry
Isothecium myosuroides,Bryce National Park,107,Nonvascular Plant,Isothecium Moss,Not Threatened,True,0,15,Moss
Packera anonyma,Bryce National Park,103,Vascular Plant,Small's Ragwort,Not Threatened,True,0,15,Ragwort
Eupatorium rugosum,Yosemite National Park,136,Vascular Plant,"Richweed, Snakeroot, White Snakeroot",Not Threatened,True,0,36,Snakeroot
Chlorogalum pomeridianum var. pomeridianum,Yosemite National Park,142,Vascular Plant,Wavyleaf Soap Plant,Not Threatened,True,0,19,Plant
Asparagus officinalis,Great Smoky Mountains National Park,95,Vascular Plant,"Garden Asparagus-Fern, Wild Asparagus",Not Threatened,True,0,37,Asparagus
Glaucomys sabrinus coloratus,Yellowstone National Park,67,Mammal,"Carolina Northern Flying Squirrel, Northern Flying Squirrel",Endangered,False,4,59,Squirrel
Festuca rubra,Bryce National Park,97,Vascular Plant,Red Fescue,Not Threatened,True,0,10,Fescue
Asclepias variegata,Yosemite National Park,142,Vascular Plant,White Milkweed,Not Threatened,True,0,14,Milkweed
Sporobolus cryptandrus,Yosemite National Park,136,Vascular Plant,Sand Dropseed,Not Threatened,True,0,13,Dropseed
Botrychium ascendens,Great Smoky Mountains National Park,30,Vascular Plant,"Trianglelobe Moonwort, Upswept Moonwort",Species of Concern,False,2,39,Moonwort
Eupatorium altissimum,Yellowstone National Park,238,Vascular Plant,Tall Thoroughwort,Not Threatened,True,0,17,Thoroughwort
Cinna latifolia,Great Smoky Mountains National Park,73,Vascular Plant,"Slender Wood Reedgrass, Woodreed",Not Threatened,True,0,32,Woodreed
Parnassia parviflora,Yellowstone National Park,227,Vascular Plant,Smallflower Grass Of Parnassus,Not Threatened,True,0,30,Parnassus
Rattus norvegicus,Great Smoky Mountains National Park,77,Mammal,Norway Rat,Not Threatened,True,0,10,Rat
Poa saltuensis,Bryce National Park,73,Vascular Plant,"A Bluegrass, Bluegrass",Not Threatened,True,0,22,Bluegrass
Lilium grayi,Yosemite National Park,130,Vascular Plant,Gray's Lily,Species of Concern,False,2,11,Lily
Salix bebbiana,Yellowstone National Park,274,Vascular Plant,"Bebb's Willow, Gray Willow",Not Threatened,True,0,26,Willow
Lemmiscus curtatus,Great Smoky Mountains National Park,52,Mammal,Sagebrush Vole,Not Threatened,True,0,14,Vole
Boechera lemmonii,Great Smoky Mountains National Park,51,Vascular Plant,Lemmon's Rockcress,Not Threatened,True,0,18,Rockcress
Euonymus atropurpurea,Yosemite National Park,154,Vascular Plant,"Eastern Wahoo, Wahoo",Not Threatened,True,0,20,Wahoo
Asplenium rhizophyllum,Great Smoky Mountains National Park,69,Vascular Plant,"Walking Fern, Walking-Fern Spleenwort",Not Threatened,True,0,37,Spleenwort
Dichanthelium scoparium,Great Smoky Mountains National Park,69,Vascular Plant,"Broom Panic Grass, Velvet Panic Grass",Not Threatened,True,0,37,Grass
Senna marilandica,Yellowstone National Park,248,Vascular Plant,"Maryland Senna, Wild Senna",Not Threatened,True,0,26,Senna
Agrostis rossiae,Yosemite National Park,192,Vascular Plant,"Mountain Bentgrass, Ross' Bentgrass",Not Threatened,True,0,35,Bentgrass
Geum macrophyllum var. perincisum,Yellowstone National Park,236,Vascular Plant,"Largeleaf Avens, Large-Leaf Avens",Not Threatened,True,0,33,Avens
Gayophytum ramosissimum,Great Smoky Mountains National Park,41,Vascular Plant,"Muchbranched Groundsmoke, Pinyon Groundsmoke",Not Threatened,True,0,44,Groundsmoke
Juncus effusus var. pacificus,Yosemite National Park,142,Vascular Plant,Pacific Rush,Not Threatened,True,0,12,Rush
Asplenium montanum,Great Smoky Mountains National Park,49,Vascular Plant,Mountain Spleenwort,Not Threatened,True,0,19,Spleenwort
Potentilla flabellifolia,Bryce National Park,124,Vascular Plant,"High Mountain Cinquefoil, Mount Rainier Cinquefoil",Not Threatened,True,0,50,Cinquefoil
Penstemon azureus var. angustissimus,Yellowstone National Park,224,Vascular Plant,Azure Penstemon,Not Threatened,True,0,15,Penstemon
Helianthus decapetalus,Yosemite National Park,141,Vascular Plant,"Thin-Leaved Sunflower, Wide-Leaved Sunflower",Not Threatened,True,0,44,Sunflower
Eriogonum flavum var. piperi,Yosemite National Park,135,Vascular Plant,"Piper's Eriogonum, Piper's Golden Buckwheat",Not Threatened,True,0,43,Buckwheat
Botrychium lanceolatum,Yellowstone National Park,266,Vascular Plant,"Lanceleaf Grapefern, Lance-Leaf Moonwort, Triangle Moonwort",Not Threatened,True,0,59,Moonwort
Triodanis biflora,Yellowstone National Park,234,Vascular Plant,Small Venus' Looking-Glass,Not Threatened,True,0,26,Looking-Glass
Rudbeckia fulgida,Yellowstone National Park,264,Vascular Plant,Orange Coneflower,Not Threatened,True,0,17,Coneflower
Erigeron tweedyi,Great Smoky Mountains National Park,100,Vascular Plant,Tweedy's Fleabane,Not Threatened,True,0,17,Fleabane
Achnatherum richardsonii,Great Smoky Mountains National Park,96,Vascular Plant,"Richardson Needlegrass, Richardson's Needlegrass",Not Threatened,True,0,48,Needlegrass
Juniperus virginiana,Great Smoky Mountains National Park,57,Vascular Plant,Red Cedar,Not Threatened,True,0,9,Cedar
Tringa semipalmata,Yosemite National Park,168,Bird,Willet,Not Threatened,True,0,6,Willet
Chamaecrista nictitans ssp. nictitans var. nictitans,Great Smoky Mountains National Park,91,Vascular Plant,Partridge Pea,Not Threatened,True,0,13,Pea
Sparganium natans,Yosemite National Park,111,Vascular Plant,Small Bur-Reed,Not Threatened,True,0,14,Bur-Reed
Selasphorus platycercus,Yellowstone National Park,261,Bird,Broad-Tailed Hummingbird,Not Threatened,True,0,24,Hummingbird
Platanthera leucostachys,Yellowstone National Park,259,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",Not Threatened,True,0,29,Orchid
Sium suave,Yellowstone National Park,211,Vascular Plant,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Species of Concern,False,2,64,Water-Parsnip
Scutellaria elliptica,Bryce National Park,52,Vascular Plant,Hairy Skullcap,Not Threatened,True,0,14,Skullcap
Chelone obliqua,Yellowstone National Park,257,Vascular Plant,"Lance-Leaved Turtlehead, Red Turtlehead",Not Threatened,True,0,39,Turtlehead
Minuartia stricta,Great Smoky Mountains National Park,106,Vascular Plant,Bog Stitchwort,Not Threatened,True,0,14,Stitchwort
Anemone patens var. multifida,Yosemite National Park,155,Vascular Plant,Cutleaf Anemone,Not Threatened,True,0,15,Anemone
Sambucus racemosa var. pubens,Great Smoky Mountains National Park,91,Vascular Plant,Red-Berried Elder,Not Threatened,True,0,17,Elder
Anas rubripes,Yosemite National Park,153,Bird,American Black Duck,Not Threatened,True,0,19,Duck
Silene dichotoma,Yosemite National Park,126,Vascular Plant,Dichotoma Silene,Not Threatened,True,0,16,Silene
Cottus carolinae,Yellowstone National Park,258,Fish,Banded Sculpin,Not Threatened,True,0,14,Sculpin
Cardamine rotundifolia,Yosemite National Park,131,Vascular Plant,"Round Leaf Watercress, Round-Leaf Water Cress",Not Threatened,True,0,45,Cress
Najas minor,Yellowstone National Park,254,Vascular Plant,Brittle Waternymph,Not Threatened,True,0,18,Waternymph
Rhodobryum ontariense,Yosemite National Park,125,Nonvascular Plant,Ontario Rhodobryum Moss,Not Threatened,True,0,23,Moss
Achnatherum latiglume,Great Smoky Mountains National Park,76,Vascular Plant,Sierra Needlegrass,Not Threatened,True,0,18,Needlegrass
Lampropeltis calligaster rhombomaculata,Yosemite National Park,151,Reptile,Mole Kingsnake,Not Threatened,True,0,14,Kingsnake
Carex haydeniana,Yellowstone National Park,262,Vascular Plant,"Cloud Sedge, Hayden Sedge, Hayden's Sedge",Not Threatened,True,0,41,Sedge
Viola porterana,Yellowstone National Park,228,Vascular Plant,Stone's Violet,Not Threatened,True,0,14,Violet
Viburnum dentatum,Yellowstone National Park,273,Vascular Plant,"Arrow-Wood, Southern Arrow-Wood",Not Threatened,True,0,31,Arrow-Wood
Stellaria media,Bryce National Park,88,Vascular Plant,"Common Chickweed, Common Starwort",Not Threatened,True,0,33,Starwort
Amsinckia lycopsoides,Yellowstone National Park,208,Vascular Plant,"Bugloss Fiddleneck, Tarweed Fiddleneck",Not Threatened,True,0,38,Fiddleneck
Thaspium trifoliatum,Yosemite National Park,137,Vascular Plant,Purple Meadowparsnip,Not Threatened,True,0,20,Meadowparsnip
Quercus phellos,Great Smoky Mountains National Park,66,Vascular Plant,Willow Oak,Not Threatened,True,0,10,Oak
Fleischmannia incarnata,Yosemite National Park,156,Vascular Plant,Pink Thoroughwort,Not Threatened,True,0,17,Thoroughwort
Pseudognaphalium stramineum,Yellowstone National Park,274,Vascular Plant,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Not Threatened,True,0,74,Plant
Rubus canadensis,Great Smoky Mountains National Park,87,Vascular Plant,Smooth Blackberry,Not Threatened,True,0,17,Blackberry
Trifolium gracilentum var. gracilentum,Yosemite National Park,188,Vascular Plant,Pinpoint Clover,Not Threatened,True,0,15,Clover
Melilotus officinalis,Yosemite National Park,173,Vascular Plant,Yellow Sweet-Clover,Not Threatened,True,0,19,Sweet-Clover
Geranium carolinianum,Bryce National Park,73,Vascular Plant,"Carolina Cranesbill, Carolina Crane's-Bill",Not Threatened,True,0,42,Crane's-Bill
Pinus flexilis,Bryce National Park,74,Vascular Plant,"Limber Pine, Rocky Mountain White Pine",Not Threatened,True,0,38,Pine
Polygonum erectum,Bryce National Park,100,Vascular Plant,"Erect Knotweed, Knotweed",Not Threatened,True,0,24,Knotweed
Solidago patula,Great Smoky Mountains National Park,94,Vascular Plant,"Rough-Leaved Goldenrod, Roundleaf Goldenrod",Not Threatened,True,0,43,Goldenrod
Thalictrum coriaceum,Yellowstone National Park,243,Vascular Plant,"Leatherleaf Meadowrue, Stalked-Fruited Meadowrue",Not Threatened,True,0,48,Meadowrue
Lemna gibba,Yellowstone National Park,220,Vascular Plant,Swollen Duckweed,Not Threatened,True,0,16,Duckweed
Holcus lanatus,Yellowstone National Park,287,Vascular Plant,"Common Velvet Grass, Velvetgrass",Not Threatened,True,0,32,Velvetgrass
Oryzopsis asperifolia,Yosemite National Park,157,Vascular Plant,"Roughleaf Ricegrass, White-Grain Mountain-Rice Gras",Not Threatened,True,0,51,Gras
Duchesnea indica,Bryce National Park,116,Vascular Plant,"Barren Strawberry, Indian Mock-Strawberry",Not Threatened,True,0,41,Mock-Strawberry
Mustela,Bryce National Park,94,Mammal,Mink (Or Weasel),Not Threatened,True,0,16,Weasel)
Cynodon dactylon,Great Smoky Mountains National Park,51,Vascular Plant,"Bermuda Grass, Bermuda-Grass",Not Threatened,True,0,28,Bermuda-Grass
Scutellaria galericulata,Great Smoky Mountains National Park,67,Vascular Plant,"Hooded Skullcap, Marsh Skullcap",Not Threatened,True,0,31,Skullcap
Astragalus crassicarpus var. paysonii,Bryce National Park,85,Vascular Plant,"Groundplum Milkvetch, Mountain Groundplum, Payson's Milkvetch",Not Threatened,True,0,61,Milkvetch
Plethodon aureolus,Yosemite National Park,125,Amphibian,Tellico Salamander,Not Threatened,True,0,18,Salamander
Perideridia howellii,Yellowstone National Park,259,Vascular Plant,Howell's Yampah,Not Threatened,True,0,15,Yampah
